序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
105,2026-05-30T18:25:45.000,04:28.00,0x0A01,93,位置,各机器人场地坐标，单位 cm,info_20260530_182545_loop000000.c64,,,,,,,,,,,,1141,1218,1292,826,960,1088,995,406,737,1290,379,937,,,,,,,,,,,,,,,,,,,,,,,,,
106,2026-05-30T18:25:45.000,04:28.00,0x0A02,94,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2026-05-30T18:25:45.000,04:28.00,0x0A03,95,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2026-05-30T18:25:45.000,04:28.00,0x0A04,96,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2026-05-30T18:25:45.000,04:28.00,0x0A05,97,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182545_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
110,2026-05-30T18:25:45.000,04:28.00,0x0A01,100,位置,各机器人场地坐标，单位 cm,info_20260530_182545_loop000000.c64,,,,,,,,,,,,1142,1217,1292,826,962,1076,997,406,737,1290,379,937,,,,,,,,,,,,,,,,,,,,,,,,,
111,2026-05-30T18:25:45.000,04:28.00,0x0A02,101,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2026-05-30T18:25:45.000,04:28.00,0x0A03,102,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2026-05-30T18:25:45.000,04:28.00,0x0A04,103,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2026-05-30T18:25:45.000,04:28.00,0x0A02,108,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2026-05-30T18:25:45.000,04:28.00,0x0A03,109,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2026-05-30T18:25:45.000,04:28.00,0x0A01,114,位置,各机器人场地坐标，单位 cm,info_20260530_182545_loop000000.c64,,,,,,,,,,,,1141,1220,1295,823,970,1057,997,407,737,1290,373,944,,,,,,,,,,,,,,,,,,,,,,,,,
117,2026-05-30T18:25:45.000,04:28.00,0x0A02,115,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2026-05-30T18:25:45.000,04:28.00,0x0A03,116,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2026-05-30T18:25:45.000,04:28.00,0x0A04,117,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2026-05-30T18:25:45.000,04:28.00,0x0A01,121,位置,各机器人场地坐标，单位 cm,info_20260530_182545_loop000000.c64,,,,,,,,,,,,1143,1221,1296,825,974,1054,998,405,737,1290,373,946,,,,,,,,,,,,,,,,,,,,,,,,,
121,2026-05-30T18:25:45.000,04:28.00,0x0A02,122,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2026-05-30T18:25:45.000,04:28.00,0x0A03,123,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2026-05-30T18:25:45.000,04:28.00,0x0A04,124,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2026-05-30T18:25:45.000,04:28.00,0x0A05,125,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182545_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
125,2026-05-30T18:25:45.000,04:28.00,0x0A01,128,位置,各机器人场地坐标，单位 cm,info_20260530_182545_loop000000.c64,,,,,,,,,,,,1140,1222,1294,825,975,1053,997,405,737,1290,366,945,,,,,,,,,,,,,,,,,,,,,,,,,
126,2026-05-30T18:25:45.000,04:28.00,0x0A02,129,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2026-05-30T18:25:45.000,04:28.00,0x0A03,130,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2026-05-30T18:25:45.000,04:28.00,0x0A04,131,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2026-05-30T18:25:45.000,04:28.00,0x0A05,132,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182545_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
130,2026-05-30T18:25:45.000,04:28.00,0x0A02,136,血量,各机器人剩余血量,info_20260530_182545_loop000000.c64,200,106,180,230,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2026-05-30T18:25:45.000,04:28.00,0x0A03,137,发弹量,各机器人/单位剩余发弹量,info_20260530_182545_loop000000.c64,2,,55,0,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2026-05-30T18:25:45.000,04:28.00,0x0A04,138,经济/占领,经济与占领状态,info_20260530_182545_loop000000.c64,,,,,,,,158,550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2026-05-30T18:26:03.000,04:46.00,0x0A01,59,位置,各机器人场地坐标，单位 cm,info_20260530_182603_loop000000.c64,,,,,,,,,,,,1089,1186,1297,830,1002,1094,201,205,737,1290,333,908,,,,,,,,,,,,,,,,,,,,,,,,,
134,2026-05-30T18:26:03.000,04:46.00,0x0A02,60,血量,各机器人剩余血量,info_20260530_182603_loop000000.c64,200,106,180,250,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2026-05-30T18:26:03.000,04:46.00,0x0A03,61,发弹量,各机器人/单位剩余发弹量,info_20260530_182603_loop000000.c64,0,,40,70,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2026-05-30T18:26:03.000,04:46.00,0x0A04,62,经济/占领,经济与占领状态,info_20260530_182603_loop000000.c64,,,,,,,,188,650,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2026-05-30T18:26:03.000,04:46.00,0x0A05,63,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182603_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,25,0
138,2026-05-30T18:26:03.000,04:46.00,0x0A02,67,血量,各机器人剩余血量,info_20260530_182603_loop000000.c64,200,106,180,250,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2026-05-30T18:26:03.000,04:46.00,0x0A03,68,发弹量,各机器人/单位剩余发弹量,info_20260530_182603_loop000000.c64,0,,40,70,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2026-05-30T18:26:03.000,04:46.00,0x0A04,69,经济/占领,经济与占领状态,info_20260530_182603_loop000000.c64,,,,,,,,188,650,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2026-05-30T18:26:21.000,05:04.00,0x0A03,27,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2026-05-30T18:26:21.000,05:04.00,0x0A04,28,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,138,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2026-05-30T18:26:21.000,05:04.00,0x0A05,29,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
144,2026-05-30T18:26:21.000,05:04.00,0x0A01,32,位置,各机器人场地坐标，单位 cm,info_20260530_182621_loop000000.c64,,,,,,,,,,,,757,927,1300,841,833,815,979,333,737,1290,387,931,,,,,,,,,,,,,,,,,,,,,,,,,
145,2026-05-30T18:26:21.000,05:04.00,0x0A02,33,血量,各机器人剩余血量,info_20260530_182621_loop000000.c64,200,106,180,226,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2026-05-30T18:26:21.000,05:04.00,0x0A03,34,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2026-05-30T18:26:21.000,05:04.00,0x0A04,35,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,138,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2026-05-30T18:26:21.000,05:04.00,0x0A05,36,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
149,2026-05-30T18:26:21.000,05:04.00,0x0A01,39,位置,各机器人场地坐标，单位 cm,info_20260530_182621_loop000000.c64,,,,,,,,,,,,770,934,1300,842,833,815,973,341,737,1290,387,936,,,,,,,,,,,,,,,,,,,,,,,,,
150,2026-05-30T18:26:21.000,05:04.00,0x0A04,42,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,138,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2026-05-30T18:26:21.000,05:04.00,0x0A05,43,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
152,2026-05-30T18:26:21.000,05:04.00,0x0A01,46,位置,各机器人场地坐标，单位 cm,info_20260530_182621_loop000000.c64,,,,,,,,,,,,787,941,1302,841,833,809,967,345,737,1290,388,940,,,,,,,,,,,,,,,,,,,,,,,,,
153,2026-05-30T18:26:21.000,05:04.00,0x0A02,47,血量,各机器人剩余血量,info_20260530_182621_loop000000.c64,200,106,180,226,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2026-05-30T18:26:21.000,05:04.00,0x0A03,48,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2026-05-30T18:26:21.000,05:04.00,0x0A04,49,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,138,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2026-05-30T18:26:21.000,05:04.00,0x0A05,50,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
157,2026-05-30T18:26:21.000,05:04.00,0x0A01,53,位置,各机器人场地坐标，单位 cm,info_20260530_182621_loop000000.c64,,,,,,,,,,,,800,946,1301,840,837,805,965,346,737,1290,388,940,,,,,,,,,,,,,,,,,,,,,,,,,
158,2026-05-30T18:26:21.000,05:04.00,0x0A02,54,血量,各机器人剩余血量,info_20260530_182621_loop000000.c64,200,106,180,226,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2026-05-30T18:26:21.000,05:04.00,0x0A03,55,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2026-05-30T18:26:21.000,05:04.00,0x0A04,56,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,138,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2026-05-30T18:26:21.000,05:04.00,0x0A05,57,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
162,2026-05-30T18:26:21.000,05:04.00,0x0A01,60,位置,各机器人场地坐标，单位 cm,info_20260530_182621_loop000000.c64,,,,,,,,,,,,813,952,1300,844,837,803,964,347,737,1290,387,943,,,,,,,,,,,,,,,,,,,,,,,,,
163,2026-05-30T18:26:21.000,05:04.00,0x0A02,61,血量,各机器人剩余血量,info_20260530_182621_loop000000.c64,200,106,180,226,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2026-05-30T18:26:21.000,05:04.00,0x0A03,62,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2026-05-30T18:26:21.000,05:04.00,0x0A04,63,经济/占领,经济与占领状态,info_20260530_182621_loop000000.c64,,,,,,,,188,850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2026-05-30T18:26:21.000,05:04.00,0x0A05,64,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
167,2026-05-30T18:26:21.000,05:04.00,0x0A02,68,血量,各机器人剩余血量,info_20260530_182621_loop000000.c64,200,106,180,226,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2026-05-30T18:26:21.000,05:04.00,0x0A03,69,发弹量,各机器人/单位剩余发弹量,info_20260530_182621_loop000000.c64,20,,39,49,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2026-05-30T18:26:21.000,05:04.00,0x0A05,71,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182621_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
170,2026-05-30T18:26:39.000,05:22.00,0x0A03,0,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2026-05-30T18:26:39.000,05:22.00,0x0A05,2,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
172,2026-05-30T18:26:39.000,05:22.00,0x0A01,5,位置,各机器人场地坐标，单位 cm,info_20260530_182639_loop000000.c64,,,,,,,,,,,,1186,1326,1305,807,848,459,1027,333,737,1290,364,965,,,,,,,,,,,,,,,,,,,,,,,,,
173,2026-05-30T18:26:39.000,05:22.00,0x0A02,6,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2026-05-30T18:26:39.000,05:22.00,0x0A03,7,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2026-05-30T18:26:39.000,05:22.00,0x0A04,8,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2026-05-30T18:26:39.000,05:22.00,0x0A05,9,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
177,2026-05-30T18:26:39.000,05:22.00,0x0A01,12,位置,各机器人场地坐标，单位 cm,info_20260530_182639_loop000000.c64,,,,,,,,,,,,1186,1323,1305,807,851,456,1030,333,737,1290,367,967,,,,,,,,,,,,,,,,,,,,,,,,,
178,2026-05-30T18:26:39.000,05:22.00,0x0A02,13,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2026-05-30T18:26:39.000,05:22.00,0x0A03,14,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2026-05-30T18:26:39.000,05:22.00,0x0A04,15,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2026-05-30T18:26:39.000,05:22.00,0x0A05,16,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
182,2026-05-30T18:26:39.000,05:22.00,0x0A01,19,位置,各机器人场地坐标，单位 cm,info_20260530_182639_loop000000.c64,,,,,,,,,,,,1186,1327,1305,809,851,456,1030,335,737,1290,367,965,,,,,,,,,,,,,,,,,,,,,,,,,
183,2026-05-30T18:26:39.000,05:22.00,0x0A02,20,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2026-05-30T18:26:39.000,05:22.00,0x0A03,21,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2026-05-30T18:26:39.000,05:22.00,0x0A04,22,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2026-05-30T18:26:39.000,05:22.00,0x0A05,23,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
187,2026-05-30T18:26:39.000,05:22.00,0x0A01,26,位置,各机器人场地坐标，单位 cm,info_20260530_182639_loop000000.c64,,,,,,,,,,,,1186,1327,1305,807,858,459,1030,334,737,1290,367,964,,,,,,,,,,,,,,,,,,,,,,,,,
188,2026-05-30T18:26:39.000,05:22.00,0x0A02,27,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2026-05-30T18:26:39.000,05:22.00,0x0A03,28,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2026-05-30T18:26:39.000,05:22.00,0x0A04,29,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2026-05-30T18:26:39.000,05:22.00,0x0A05,30,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
192,2026-05-30T18:26:39.000,05:22.00,0x0A01,33,位置,各机器人场地坐标，单位 cm,info_20260530_182639_loop000000.c64,,,,,,,,,,,,1185,1328,1305,808,861,461,1028,335,737,1290,366,966,,,,,,,,,,,,,,,,,,,,,,,,,
193,2026-05-30T18:26:39.000,05:22.00,0x0A02,34,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2026-05-30T18:26:39.000,05:22.00,0x0A03,35,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2026-05-30T18:26:39.000,05:22.00,0x0A04,36,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2026-05-30T18:26:39.000,05:22.00,0x0A05,37,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
197,2026-05-30T18:26:39.000,05:22.00,0x0A02,248,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2026-05-30T18:26:39.000,05:22.00,0x0A03,249,发弹量,各机器人/单位剩余发弹量,info_20260530_182639_loop000000.c64,18,,18,24,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2026-05-30T18:26:39.000,05:22.00,0x0A04,250,经济/占领,经济与占领状态,info_20260530_182639_loop000000.c64,,,,,,,,288,950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2026-05-30T18:26:39.000,05:22.00,0x0A05,251,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182639_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
201,2026-05-30T18:26:39.000,05:22.00,0x0A02,255,血量,各机器人剩余血量,info_20260530_182639_loop000000.c64,225,106,205,151,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2026-05-30T18:27:51.000,06:34.00,0x0A02,119,血量,各机器人剩余血量,info_20260530_182751_loop000000.c64,275,0,205,39,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2026-05-30T18:27:51.000,06:34.00,0x0A03,120,发弹量,各机器人/单位剩余发弹量,info_20260530_182751_loop000000.c64,6,,82,171,,702,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2026-05-30T18:27:51.000,06:34.00,0x0A04,121,经济/占领,经济与占领状态,info_20260530_182751_loop000000.c64,,,,,,,,613,1625,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2026-05-30T18:27:51.000,06:34.00,0x0A05,122,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182751_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
206,2026-05-30T18:28:09.000,06:52.00,0x0A01,91,位置,各机器人场地坐标，单位 cm,info_20260530_182809_loop000000.c64,,,,,,,,,,,,1186,1330,804,114,1056,1296,979,460,737,1290,344,991,,,,,,,,,,,,,,,,,,,,,,,,,
207,2026-05-30T18:28:09.000,06:52.00,0x0A02,92,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2026-05-30T18:28:09.000,06:52.00,0x0A03,93,发弹量,各机器人/单位剩余发弹量,info_20260530_182809_loop000000.c64,3,,59,150,,702,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2026-05-30T18:28:09.000,06:52.00,0x0A04,94,经济/占领,经济与占领状态,info_20260530_182809_loop000000.c64,,,,,,,,838,1850,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2026-05-30T18:28:09.000,06:52.00,0x0A05,95,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182809_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0
211,2026-05-30T18:28:09.000,06:52.00,0x0A02,99,血量,各机器人剩余血量,info_20260530_182809_loop000000.c64,325,0,230,325,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
