序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
65,2026-05-30T18:24:51.000,03:34.00,0x0A01,216,位置,各机器人场地坐标，单位 cm,info_20260530_182451_loop000000.c64,,,,,,,,,,,,1103,1215,481,171,905,516,1005,350,737,1290,368,858,,,,,,,,,,,,,,,,,,,,,,,,,
66,2026-05-30T18:24:51.000,03:34.00,0x0A02,217,血量,各机器人剩余血量,info_20260530_182451_loop000000.c64,200,236,180,225,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2026-05-30T18:24:51.000,03:34.00,0x0A03,218,发弹量,各机器人/单位剩余发弹量,info_20260530_182451_loop000000.c64,8,,66,42,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2026-05-30T18:24:51.000,03:34.00,0x0A04,219,经济/占领,经济与占领状态,info_20260530_182451_loop000000.c64,,,,,,,,58,450,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2026-05-30T18:24:51.000,03:34.00,0x0A01,223,位置,各机器人场地坐标，单位 cm,info_20260530_182451_loop000000.c64,,,,,,,,,,,,1104,1217,479,169,907,516,1003,353,737,1290,369,859,,,,,,,,,,,,,,,,,,,,,,,,,
70,2026-05-30T18:24:51.000,03:34.00,0x0A02,224,血量,各机器人剩余血量,info_20260530_182451_loop000000.c64,200,236,180,225,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2026-05-30T18:24:51.000,03:34.00,0x0A03,225,发弹量,各机器人/单位剩余发弹量,info_20260530_182451_loop000000.c64,8,,66,42,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2026-05-30T18:25:09.000,03:52.00,0x0A04,157,经济/占领,经济与占领状态,info_20260530_182509_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2026-05-30T18:25:27.000,04:10.00,0x0A04,123,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2026-05-30T18:25:27.000,04:10.00,0x0A05,124,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
75,2026-05-30T18:25:27.000,04:10.00,0x0A02,128,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2026-05-30T18:25:27.000,04:10.00,0x0A03,129,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2026-05-30T18:25:27.000,04:10.00,0x0A04,130,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2026-05-30T18:25:27.000,04:10.00,0x0A05,131,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
79,2026-05-30T18:25:27.000,04:10.00,0x0A01,134,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1140,1220,1277,791,951,1222,979,404,737,1290,343,874,,,,,,,,,,,,,,,,,,,,,,,,,
80,2026-05-30T18:25:27.000,04:10.00,0x0A03,136,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2026-05-30T18:25:27.000,04:10.00,0x0A04,137,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2026-05-30T18:25:27.000,04:10.00,0x0A05,138,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
83,2026-05-30T18:25:27.000,04:10.00,0x0A01,141,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1141,1222,1276,796,952,1224,979,407,737,1290,343,874,,,,,,,,,,,,,,,,,,,,,,,,,
84,2026-05-30T18:25:27.000,04:10.00,0x0A02,142,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2026-05-30T18:25:27.000,04:10.00,0x0A03,143,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2026-05-30T18:25:27.000,04:10.00,0x0A04,144,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2026-05-30T18:25:27.000,04:10.00,0x0A05,145,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
88,2026-05-30T18:25:27.000,04:10.00,0x0A01,148,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1142,1224,1276,796,954,1226,981,406,737,1290,343,875,,,,,,,,,,,,,,,,,,,,,,,,,
89,2026-05-30T18:25:27.000,04:10.00,0x0A02,149,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2026-05-30T18:25:27.000,04:10.00,0x0A03,150,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2026-05-30T18:25:27.000,04:10.00,0x0A04,151,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2026-05-30T18:25:27.000,04:10.00,0x0A05,152,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
93,2026-05-30T18:25:27.000,04:10.00,0x0A01,155,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1142,1222,1273,795,955,1225,987,407,737,1290,343,875,,,,,,,,,,,,,,,,,,,,,,,,,
94,2026-05-30T18:25:27.000,04:10.00,0x0A02,156,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2026-05-30T18:25:27.000,04:10.00,0x0A03,157,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2026-05-30T18:25:27.000,04:10.00,0x0A04,158,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2026-05-30T18:25:27.000,04:10.00,0x0A01,162,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1142,1220,1270,795,957,1218,994,404,737,1290,346,875,,,,,,,,,,,,,,,,,,,,,,,,,
98,2026-05-30T18:25:27.000,04:10.00,0x0A02,163,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2026-05-30T18:25:27.000,04:10.00,0x0A03,164,发弹量,各机器人/单位剩余发弹量,info_20260530_182527_loop000000.c64,4,,55,21,,702,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2026-05-30T18:25:27.000,04:10.00,0x0A04,165,经济/占领,经济与占领状态,info_20260530_182527_loop000000.c64,,,,,,,,108,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2026-05-30T18:25:27.000,04:10.00,0x0A05,166,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182527_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
102,2026-05-30T18:25:27.000,04:10.00,0x0A01,169,位置,各机器人场地坐标，单位 cm,info_20260530_182527_loop000000.c64,,,,,,,,,,,,1143,1220,1270,795,958,1208,995,405,737,1290,349,874,,,,,,,,,,,,,,,,,,,,,,,,,
103,2026-05-30T18:25:27.000,04:10.00,0x0A02,170,血量,各机器人剩余血量,info_20260530_182527_loop000000.c64,200,106,180,205,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2026-05-30T18:25:45.000,04:28.00,0x0A05,90,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_182545_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0
