序号,本地时间,启动后时间,cmd_id,seq,类型,说明,来源录波,hero,engineer,infantry_3,infantry_4,reserved,aerial,sentry,coins_remaining,coins_total,occupancy_status_bits,sentry_posture,hero_x_cm,hero_y_cm,engineer_x_cm,engineer_y_cm,infantry_3_x_cm,infantry_3_y_cm,infantry_4_x_cm,infantry_4_y_cm,aerial_x_cm,aerial_y_cm,sentry_x_cm,sentry_y_cm,hero_heal_pct,hero_cooling,hero_defense_pct,hero_negative_defense_pct,hero_attack_pct,engineer_heal_pct,engineer_cooling,engineer_defense_pct,engineer_negative_defense_pct,engineer_attack_pct,infantry_3_heal_pct,infantry_3_cooling,infantry_3_defense_pct,infantry_3_negative_defense_pct,infantry_3_attack_pct,infantry_4_heal_pct,infantry_4_cooling,infantry_4_defense_pct,infantry_4_negative_defense_pct,infantry_4_attack_pct,sentry_heal_pct,sentry_cooling,sentry_defense_pct,sentry_negative_defense_pct,sentry_attack_pct
230,2026-05-30T18:16:53.000,07:39.00,0x0A02,208,血量,各机器人剩余血量,info_20260530_181653_loop000000.c64,0,25,250,375,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2026-05-30T18:16:53.000,07:39.00,0x0A03,209,发弹量,各机器人/单位剩余发弹量,info_20260530_181653_loop000000.c64,23,,21,55,,325,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2026-05-30T18:16:53.000,07:39.00,0x0A04,210,经济/占领,经济与占领状态,info_20260530_181653_loop000000.c64,,,,,,,,414,2300,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2026-05-30T18:16:53.000,07:39.00,0x0A01,214,位置,各机器人场地坐标，单位 cm,info_20260530_181653_loop000000.c64,,,,,,,,,,,,563,1271,825,124,834,556,993,405,1220,1377,930,1210,,,,,,,,,,,,,,,,,,,,,,,,,
234,2026-05-30T18:16:53.000,07:39.00,0x0A02,215,血量,各机器人剩余血量,info_20260530_181653_loop000000.c64,0,25,250,375,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2026-05-30T18:16:53.000,07:39.00,0x0A03,216,发弹量,各机器人/单位剩余发弹量,info_20260530_181653_loop000000.c64,23,,21,55,,325,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2026-05-30T18:16:53.000,07:39.00,0x0A04,217,经济/占领,经济与占领状态,info_20260530_181653_loop000000.c64,,,,,,,,413,2300,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2026-05-30T18:16:53.000,07:39.00,0x0A01,221,位置,各机器人场地坐标，单位 cm,info_20260530_181653_loop000000.c64,,,,,,,,,,,,565,1272,825,126,837,552,991,402,1220,1375,927,1209,,,,,,,,,,,,,,,,,,,,,,,,,
238,2026-05-30T18:16:53.000,07:39.00,0x0A02,222,血量,各机器人剩余血量,info_20260530_181653_loop000000.c64,0,25,250,375,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2026-05-30T18:16:53.000,07:39.00,0x0A03,223,发弹量,各机器人/单位剩余发弹量,info_20260530_181653_loop000000.c64,23,,21,55,,325,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2026-05-30T18:17:11.000,07:57.00,0x0A03,182,发弹量,各机器人/单位剩余发弹量,info_20260530_181711_loop000000.c64,21,,65533,6,,325,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2026-05-30T18:17:11.000,07:57.00,0x0A05,184,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181711_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
242,2026-05-30T18:17:11.000,07:57.00,0x0A01,187,位置,各机器人场地坐标，单位 cm,info_20260530_181711_loop000000.c64,,,,,,,,,,,,726,955,848,264,575,639,954,570,1120,1390,917,1212,,,,,,,,,,,,,,,,,,,,,,,,,
243,2026-05-30T18:17:11.000,07:57.00,0x0A02,188,血量,各机器人剩余血量,info_20260530_181711_loop000000.c64,180,25,275,398,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2026-05-30T18:17:11.000,07:57.00,0x0A03,189,发弹量,各机器人/单位剩余发弹量,info_20260530_181711_loop000000.c64,21,,65533,5,,325,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2026-05-30T18:17:11.000,07:57.00,0x0A04,190,经济/占领,经济与占领状态,info_20260530_181711_loop000000.c64,,,,,,,,139,2650,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2026-05-30T18:17:11.000,07:57.00,0x0A05,191,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181711_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
247,2026-05-30T18:17:11.000,07:57.00,0x0A01,194,位置,各机器人场地坐标，单位 cm,info_20260530_181711_loop000000.c64,,,,,,,,,,,,724,954,838,248,578,643,954,572,1120,1391,918,1212,,,,,,,,,,,,,,,,,,,,,,,,,
248,2026-05-30T18:17:11.000,07:57.00,0x0A03,196,发弹量,各机器人/单位剩余发弹量,info_20260530_181711_loop000000.c64,21,,65533,5,,325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2026-05-30T18:17:11.000,07:57.00,0x0A04,197,经济/占领,经济与占领状态,info_20260530_181711_loop000000.c64,,,,,,,,139,2650,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2026-05-30T18:17:11.000,07:57.00,0x0A05,198,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181711_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
251,2026-05-30T18:17:11.000,07:57.00,0x0A01,201,位置,各机器人场地坐标，单位 cm,info_20260530_181711_loop000000.c64,,,,,,,,,,,,726,955,814,236,578,644,954,572,1123,1390,917,1212,,,,,,,,,,,,,,,,,,,,,,,,,
252,2026-05-30T18:17:11.000,07:57.00,0x0A02,202,血量,各机器人剩余血量,info_20260530_181711_loop000000.c64,180,25,275,398,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2026-05-30T18:17:11.000,07:57.00,0x0A03,203,发弹量,各机器人/单位剩余发弹量,info_20260530_181711_loop000000.c64,21,,65533,5,,325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2026-05-30T18:17:11.000,07:57.00,0x0A05,205,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181711_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
255,2026-05-30T18:17:11.000,07:57.00,0x0A01,208,位置,各机器人场地坐标，单位 cm,info_20260530_181711_loop000000.c64,,,,,,,,,,,,725,954,805,236,576,644,954,572,1122,1388,918,1213,,,,,,,,,,,,,,,,,,,,,,,,,
256,2026-05-30T18:17:11.000,07:57.00,0x0A02,209,血量,各机器人剩余血量,info_20260530_181711_loop000000.c64,180,25,275,398,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2026-05-30T18:17:11.000,07:57.00,0x0A03,210,发弹量,各机器人/单位剩余发弹量,info_20260530_181711_loop000000.c64,21,,65533,4,,325,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2026-05-30T18:17:11.000,07:57.00,0x0A05,212,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181711_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,100,0,0,0,0,25,20,0,0,0,25,0,0,0,0,25,25,0
259,2026-05-30T18:17:11.000,07:57.00,0x0A01,215,位置,各机器人场地坐标，单位 cm,info_20260530_181711_loop000000.c64,,,,,,,,,,,,725,951,805,236,577,645,954,570,1123,1388,917,1213,,,,,,,,,,,,,,,,,,,,,,,,,
260,2026-05-30T18:17:11.000,07:57.00,0x0A02,216,血量,各机器人剩余血量,info_20260530_181711_loop000000.c64,180,25,275,398,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2026-05-30T18:17:29.000,08:15.00,0x0A02,147,血量,各机器人剩余血量,info_20260530_181729_loop000000.c64,178,8,219,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2026-05-30T18:17:29.000,08:15.00,0x0A03,148,发弹量,各机器人/单位剩余发弹量,info_20260530_181729_loop000000.c64,18,,65532,98,,325,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2026-05-30T18:17:29.000,08:15.00,0x0A01,153,位置,各机器人场地坐标，单位 cm,info_20260530_181729_loop000000.c64,,,,,,,,,,,,774,990,675,724,630,900,291,441,1135,1360,931,1214,,,,,,,,,,,,,,,,,,,,,,,,,
264,2026-05-30T18:17:29.000,08:15.00,0x0A02,154,血量,各机器人剩余血量,info_20260530_181729_loop000000.c64,178,8,219,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2026-05-30T18:17:29.000,08:15.00,0x0A03,155,发弹量,各机器人/单位剩余发弹量,info_20260530_181729_loop000000.c64,18,,65532,98,,325,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2026-05-30T18:17:29.000,08:15.00,0x0A04,156,经济/占领,经济与占领状态,info_20260530_181729_loop000000.c64,,,,,,,,228,2850,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2026-05-30T18:17:29.000,08:15.00,0x0A05,157,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181729_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,20,0,25,0,25,15,0,0,0,25,25,0
268,2026-05-30T18:17:29.000,08:15.00,0x0A01,160,位置,各机器人场地坐标，单位 cm,info_20260530_181729_loop000000.c64,,,,,,,,,,,,773,988,676,725,637,888,304,456,1137,1357,929,1213,,,,,,,,,,,,,,,,,,,,,,,,,
269,2026-05-30T18:17:47.000,08:33.00,0x0A04,108,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2026-05-30T18:17:47.000,08:33.00,0x0A05,109,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181747_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,20,0,0,0,25,20,0,0,0,25,25,0
271,2026-05-30T18:17:47.000,08:33.00,0x0A02,113,血量,各机器人剩余血量,info_20260530_181747_loop000000.c64,178,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2026-05-30T18:17:47.000,08:33.00,0x0A03,114,发弹量,各机器人/单位剩余发弹量,info_20260530_181747_loop000000.c64,16,,65532,43,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2026-05-30T18:17:47.000,08:33.00,0x0A04,115,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2026-05-30T18:17:47.000,08:33.00,0x0A01,119,位置,各机器人场地坐标，单位 cm,info_20260530_181747_loop000000.c64,,,,,,,,,,,,871,979,669,773,619,893,879,883,1134,1347,921,1213,,,,,,,,,,,,,,,,,,,,,,,,,
275,2026-05-30T18:17:47.000,08:33.00,0x0A02,120,血量,各机器人剩余血量,info_20260530_181747_loop000000.c64,178,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2026-05-30T18:17:47.000,08:33.00,0x0A03,121,发弹量,各机器人/单位剩余发弹量,info_20260530_181747_loop000000.c64,16,,65532,42,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2026-05-30T18:17:47.000,08:33.00,0x0A04,122,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2026-05-30T18:17:47.000,08:33.00,0x0A01,126,位置,各机器人场地坐标，单位 cm,info_20260530_181747_loop000000.c64,,,,,,,,,,,,869,979,667,772,617,896,874,880,1135,1350,920,1212,,,,,,,,,,,,,,,,,,,,,,,,,
279,2026-05-30T18:17:47.000,08:33.00,0x0A02,127,血量,各机器人剩余血量,info_20260530_181747_loop000000.c64,178,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2026-05-30T18:17:47.000,08:33.00,0x0A03,128,发弹量,各机器人/单位剩余发弹量,info_20260530_181747_loop000000.c64,16,,65532,41,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2026-05-30T18:17:47.000,08:33.00,0x0A04,129,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2026-05-30T18:17:47.000,08:33.00,0x0A01,133,位置,各机器人场地坐标，单位 cm,info_20260530_181747_loop000000.c64,,,,,,,,,,,,870,981,667,773,615,900,867,880,1135,1351,921,1212,,,,,,,,,,,,,,,,,,,,,,,,,
283,2026-05-30T18:17:47.000,08:33.00,0x0A02,134,血量,各机器人剩余血量,info_20260530_181747_loop000000.c64,178,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2026-05-30T18:17:47.000,08:33.00,0x0A03,135,发弹量,各机器人/单位剩余发弹量,info_20260530_181747_loop000000.c64,16,,65532,41,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2026-05-30T18:17:47.000,08:33.00,0x0A04,136,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2026-05-30T18:17:47.000,08:33.00,0x0A05,137,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181747_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,20,0,0,0,25,20,0,0,0,25,25,0
287,2026-05-30T18:17:47.000,08:33.00,0x0A01,140,位置,各机器人场地坐标，单位 cm,info_20260530_181747_loop000000.c64,,,,,,,,,,,,871,981,669,772,612,903,865,880,1136,1350,920,1210,,,,,,,,,,,,,,,,,,,,,,,,,
288,2026-05-30T18:17:47.000,08:33.00,0x0A04,143,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2026-05-30T18:17:47.000,08:33.00,0x0A01,147,位置,各机器人场地坐标，单位 cm,info_20260530_181747_loop000000.c64,,,,,,,,,,,,872,981,671,772,614,907,867,868,1137,1351,922,1215,,,,,,,,,,,,,,,,,,,,,,,,,
290,2026-05-30T18:17:47.000,08:33.00,0x0A02,148,血量,各机器人剩余血量,info_20260530_181747_loop000000.c64,178,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2026-05-30T18:17:47.000,08:33.00,0x0A03,149,发弹量,各机器人/单位剩余发弹量,info_20260530_181747_loop000000.c64,16,,65532,40,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2026-05-30T18:17:47.000,08:33.00,0x0A04,150,经济/占领,经济与占领状态,info_20260530_181747_loop000000.c64,,,,,,,,335,2975,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2026-05-30T18:17:47.000,08:33.00,0x0A05,151,Buff/哨兵姿态,增益、冷却、哨兵姿态等状态,info_20260530_181747_loop000000.c64,,,,,,,,,,,3,,,,,,,,,,,,,0,0,25,20,0,0,0,25,0,0,0,0,25,20,0,0,0,25,20,0,0,0,25,25,0
294,2026-05-30T18:18:05.000,08:51.00,0x0A01,78,位置,各机器人场地坐标，单位 cm,info_20260530_181805_loop000000.c64,,,,,,,,,,,,845,967,596,745,526,920,700,515,759,1377,937,1217,,,,,,,,,,,,,,,,,,,,,,,,,
295,2026-05-30T18:18:05.000,08:51.00,0x0A02,79,血量,各机器人剩余血量,info_20260530_181805_loop000000.c64,193,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2026-05-30T18:18:05.000,08:51.00,0x0A03,80,发弹量,各机器人/单位剩余发弹量,info_20260530_181805_loop000000.c64,14,,96,17,,325,65534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2026-05-30T18:18:05.000,08:51.00,0x0A04,81,经济/占领,经济与占领状态,info_20260530_181805_loop000000.c64,,,,,,,,299,3100,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2026-05-30T18:18:05.000,08:51.00,0x0A02,86,血量,各机器人剩余血量,info_20260530_181805_loop000000.c64,193,8,217,400,0,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
